-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.82
-85.53,-5.81,11.82
-85.53,-5.81,11.82
-85.53,-5.81,11.82
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.82
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.82
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.83
-85.53,-5.81,11.82
-85.53,-5.81,11.83
-85.53,-5.81,11.82
-85.53,-5.81,11.80
-85.53,-5.81,11.79
-85.53,-5.81,11.77
-85.53,-5.81,11.76
-85.50,-5.81,11.79
-85.45,-5.81,11.83
-85.41,-5.80,11.90
-85.36,-5.79,11.84
-85.32,-5.78,11.61
-85.27,-5.77,11.19
-85.23,-5.76,10.46
-85.19,-5.75,9.45
-85.15,-5.74,8.01
-85.11,-5.73,6.53
-85.08,-5.73,5.13
-85.04,-5.72,3.65
-85.00,-5.71,2.03
-84.95,-5.71,0.28
-84.91,-5.71,358.53
-84.86,-5.71,356.70
-84.81,-5.71,354.79
-84.76,-5.71,352.70
-84.70,-5.72,350.57
-84.64,-5.72,348.36
-84.58,-5.73,346.02
-84.52,-5.75,343.79
-84.46,-5.76,341.32
-84.40,-5.78,339.03
-84.34,-5.80,336.58
-84.28,-5.82,334.10
-84.22,-5.85,331.69
-84.16,-5.88,329.25
-84.11,-5.90,327.01
-84.05,-5.93,324.61
-84.00,-5.97,322.28
-83.95,-6.01,319.92
-83.90,-6.04,317.42
-83.86,-6.09,315.19
-83.81,-6.13,312.58
-83.76,-6.18,310.25
-83.72,-6.22,308.40
-83.67,-6.27,307.56
-83.61,-6.31,307.32
-83.56,-6.36,307.39
-83.51,-6.41,307.40
-83.47,-6.46,307.49
-83.43,-6.50,307.50
-83.39,-6.55,307.55
-83.35,-6.59,307.61
-83.32,-6.64,307.66
-83.28,-6.68,307.71
-83.25,-6.73,307.88
-83.22,-6.78,308.23
-83.20,-6.83,308.81
-83.17,-6.87,309.53
-83.15,-6.92,310.64
-83.12,-6.96,311.79
-83.09,-7.01,312.90
-83.07,-7.05,313.87
-83.04,-7.09,314.59
-83.01,-7.14,315.08
-82.97,-7.18,315.45
-82.94,-7.22,315.53
-82.90,-7.25,315.67
-82.86,-7.29,315.71
-82.82,-7.32,315.74
-82.78,-7.36,315.75
-82.74,-7.40,315.72
-82.70,-7.44,315.78
-82.66,-7.48,315.82
-82.63,-7.52,315.92
-82.59,-7.56,316.21
-82.55,-7.61,316.73
-82.51,-7.65,317.39
-82.48,-7.70,318.21
-82.44,-7.74,319.11
-82.40,-7.78,319.98
-82.37,-7.83,320.97
-82.33,-7.87,321.91
-82.29,-7.91,322.78
-82.25,-7.96,323.65
-82.21,-8.00,324.54
-82.17,-8.04,325.41
-82.13,-8.08,326.18
-82.09,-8.12,327.04
-82.05,-8.16,327.87
-82.02,-8.20,328.66
-81.98,-8.23,329.37
-81.95,-8.27,330.10
-81.91,-8.30,330.85
-81.87,-8.34,331.58
-81.83,-8.37,332.30
-81.79,-8.40,332.99
-81.75,-8.44,333.83
-81.71,-8.47,334.71
-81.67,-8.51,335.73
-81.63,-8.54,336.82
-81.58,-8.58,337.92
-81.54,-8.61,339.06
-81.49,-8.64,340.14
-81.45,-8.67,341.37
-81.40,-8.71,342.58
-81.35,-8.74,343.88
-81.30,-8.77,345.30
-81.25,-8.80,346.81
-81.20,-8.83,348.39
-81.15,-8.86,349.93
-81.10,-8.89,351.50
-81.05,-8.91,353.04
-81.00,-8.94,354.73
-80.95,-8.96,356.32
-80.90,-8.99,357.92
-80.85,-9.01,359.56
-80.80,-9.03,1.05
-80.75,-9.05,2.76
-80.70,-9.08,4.41
-80.65,-9.09,6.10
-80.59,-9.11,7.81
-80.53,-9.13,9.55
-80.48,-9.15,11.38
-80.42,-9.16,13.23
-80.36,-9.17,15.12
-80.30,-9.18,17.05
-80.24,-9.19,18.99
-80.17,-9.20,20.92
-80.11,-9.21,22.81
-80.05,-9.21,24.84
-79.99,-9.22,26.60
-79.93,-9.22,28.69
-79.87,-9.22,30.51
-79.81,-9.21,32.55
-79.74,-9.21,34.28
-79.68,-9.20,36.61
-79.62,-9.19,38.37
-79.56,-9.19,40.51
-79.51,-9.17,42.38
-79.45,-9.16,44.42
-79.39,-9.15,46.35
-79.34,-9.13,48.36
-79.28,-9.11,50.34
-79.23,-9.09,52.40
-79.17,-9.07,54.41
-79.12,-9.04,56.53
-79.06,-9.02,58.28
-79.01,-8.99,60.13
-78.97,-8.97,62.08
-78.92,-8.94,63.95
-78.87,-8.90,65.87
-78.82,-8.87,67.75
-78.77,-8.83,69.69
-78.73,-8.79,71.55
-78.69,-8.75,73.13
-78.65,-8.70,74.22
-78.65,-8.63,74.88
-78.71,-8.52,75.30
-78.79,-8.41,75.28
-78.84,-8.31,75.14
-78.87,-8.22,74.57
-78.87,-8.13,73.78
-78.86,-8.05,72.55
-78.85,-7.97,71.05
-78.83,-7.88,69.38
-78.81,-7.80,67.57
-78.79,-7.72,65.64
-78.77,-7.64,63.80
-78.74,-7.56,61.81
-78.71,-7.48,60.21
-78.68,-7.40,58.92
-78.66,-7.31,58.07
-78.66,-7.18,57.66
-78.65,-7.08,57.42
-78.61,-7.00,56.84
-78.58,-6.93,55.45
-78.54,-6.85,53.26
-78.50,-6.78,50.70
-78.45,-6.71,47.85
-78.41,-6.64,44.98
-78.36,-6.57,42.19
-78.31,-6.51,39.23
-78.25,-6.45,36.48
-78.20,-6.39,33.55
-78.14,-6.33,30.63
-78.08,-6.27,27.55
-78.01,-6.22,24.56
-77.94,-6.17,21.51
-77.87,-6.11,18.61
