-119.35,886.02,264.15,42.00
-119.35,886.02,264.15,42.00
-119.35,886.02,264.15,42.00
-119.35,886.02,264.15,42.00
-119.35,886.02,264.15,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.16,42.00
-119.34,886.02,264.15,42.00
-119.34,886.02,264.15,42.00
-119.34,886.02,264.15,42.00
-119.34,886.03,264.16,42.00
-119.34,886.03,264.16,42.00
-119.34,886.03,264.16,42.00
-119.34,886.03,264.16,42.00
-119.35,886.03,264.15,42.00
-119.34,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.16,42.00
-119.35,886.03,264.16,42.00
-119.35,886.03,264.16,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.34,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.14,42.00
-119.35,886.03,264.13,42.00
-119.35,886.03,264.14,42.00
-119.35,886.03,264.14,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.15,42.00
-119.35,886.03,264.16,42.00
-119.35,886.03,264.14,42.00
-119.35,886.03,264.13,42.00
-119.35,886.04,264.13,42.00
-119.35,886.04,264.09,42.00
-119.35,886.04,264.06,42.00
-119.35,886.05,264.08,42.00
-119.35,886.05,264.07,42.00
-119.35,886.06,264.06,42.00
-119.35,886.06,264.07,42.00
-119.35,886.07,264.03,42.00
-119.35,886.07,264.04,42.00
-119.35,886.09,264.03,42.00
-119.35,886.10,264.03,42.00
-119.34,886.11,264.03,42.00
-119.34,886.12,263.98,42.00
-119.34,886.16,263.95,42.00
-119.34,886.15,263.94,42.00
-119.33,886.20,263.93,42.00
-119.33,886.17,263.89,42.00
-119.33,886.21,263.65,42.00
-119.32,886.16,263.19,42.00
-119.32,886.19,262.59,42.00
-119.32,886.22,262.08,42.00
-119.31,886.15,261.58,42.00
-119.30,886.08,261.23,42.00
-119.30,886.09,261.11,42.00
-119.29,886.00,261.05,42.00
-119.29,886.01,261.05,42.00
-119.28,885.92,261.01,42.00
-119.28,885.92,261.03,42.00
-119.28,885.82,261.04,42.00
-119.27,885.81,261.00,42.00
-119.27,885.80,261.03,42.00
-119.27,885.70,261.03,42.00
-119.27,885.60,261.03,42.00
-119.26,885.58,261.02,42.00
-119.26,885.50,261.02,42.00
-119.26,885.48,261.03,42.00
-119.26,885.40,260.99,42.00
-119.26,885.39,260.99,42.00
-119.25,885.30,260.93,42.00
-119.25,885.29,260.87,42.00
-119.25,885.27,260.71,42.00
-119.25,885.19,260.53,42.00
-119.25,885.10,260.26,42.00
-119.24,885.09,260.00,42.00
-119.24,885.00,259.63,42.00
-119.24,884.98,259.31,42.00
-119.24,884.89,259.01,42.00
-119.23,884.86,258.78,42.00
-119.23,884.77,258.71,42.00
-119.23,884.74,258.65,42.00
-119.23,884.72,258.60,42.00
-119.23,884.62,258.58,42.00
-119.23,884.52,258.54,42.00
-119.23,884.48,258.53,42.00
-119.23,884.38,258.49,42.00
-119.23,884.34,258.46,42.00
-119.23,884.23,258.49,42.00
-119.23,884.19,258.44,42.00
-119.24,884.08,258.45,42.00
-119.24,884.03,258.42,42.00
-119.24,883.97,258.43,42.00
-119.25,883.87,258.40,42.00
-119.25,883.77,258.38,42.00
-119.25,883.71,258.36,42.00
-119.26,883.63,258.37,42.00
-119.26,883.56,258.38,42.00
-119.26,883.48,258.48,42.00
-119.27,883.42,258.54,42.00
-119.27,883.34,258.66,42.00
-119.27,883.27,258.70,42.00
-119.28,883.20,258.84,42.00
-119.28,883.12,258.86,42.00
-119.29,883.05,258.93,42.00
-119.29,882.97,258.94,42.00
-119.30,882.90,258.98,42.00
-119.30,882.83,259.04,42.00
-119.30,882.77,259.17,42.00
-119.31,882.69,259.31,42.00
-119.31,882.64,259.52,42.00
-119.32,882.56,259.69,42.00
-119.33,882.48,259.90,42.00
-119.33,882.44,259.95,42.00
-119.33,882.40,260.07,42.00
-119.34,882.32,260.17,42.00
-119.34,882.28,260.15,42.00
-119.34,882.21,260.22,42.00
-119.34,882.18,260.23,42.00
-119.35,882.11,260.25,42.00
-119.35,882.07,260.27,42.00
-119.35,882.00,260.26,42.00
-119.36,881.93,260.30,42.00
-119.36,881.90,260.39,42.00
-119.35,881.87,260.50,42.00
-119.36,881.79,260.58,42.00
-119.36,881.76,260.66,42.00
-119.37,881.68,260.67,42.00
-119.36,881.64,260.68,42.00
-119.37,881.56,260.65,42.00
-119.37,881.52,260.62,42.00
-119.38,881.43,260.61,42.00
-119.39,881.35,260.55,42.00
-119.38,881.32,260.55,42.00
-119.37,881.28,260.54,42.00
-119.38,881.20,260.50,42.00
-119.38,881.17,260.51,42.00
-119.39,881.09,260.50,42.00
-119.38,881.07,260.49,42.00
-119.39,880.99,260.48,42.00
-119.38,880.97,260.46,42.00
-119.38,880.89,260.43,42.00
-119.39,880.82,260.45,42.00
-119.38,880.80,260.43,42.00
-119.37,880.78,260.45,42.00
-119.38,880.72,260.43,42.00
-119.37,880.70,260.39,42.00
-119.37,880.63,260.34,42.00
-119.36,880.61,260.29,42.00
-119.37,880.55,260.24,42.00
-119.36,880.52,260.19,42.00
-119.36,880.46,260.19,42.00
-119.37,880.40,260.15,42.00
-119.36,880.37,260.12,42.00
-119.35,880.33,260.09,42.00
-119.35,880.26,260.03,42.00
-119.34,880.21,260.05,42.00
-119.35,880.15,260.02,42.00
-119.34,880.10,260.00,42.00
-119.34,880.03,259.99,42.00
-119.34,879.97,259.92,42.00
-119.34,879.89,259.65,42.00
-119.35,879.82,259.28,42.00
-119.34,879.75,258.92,42.00
-119.33,879.68,258.63,42.00
-119.34,879.60,258.40,42.00
-119.33,879.54,258.28,42.00
-119.33,879.45,258.25,42.00
-119.32,879.39,258.22,42.00
-119.33,879.30,258.19,42.00
-119.32,879.24,258.24,42.00
-119.33,879.15,258.27,42.00
-119.34,879.06,258.20,42.00
-119.33,879.00,258.25,42.00
-119.32,878.94,258.20,42.00
-119.33,878.85,258.21,42.00
-119.33,878.80,258.20,42.00
-119.34,878.70,258.21,42.00
-119.33,878.65,258.25,42.00
-119.34,878.55,258.20,42.00
-119.33,878.51,258.19,42.00
-119.34,878.41,258.23,42.00
-119.35,878.31,258.23,42.00
-119.35,878.28,258.25,42.00
-119.34,878.25,258.26,42.00
-119.35,878.15,258.27,42.00
-119.34,878.14,258.25,42.00
-119.35,878.05,258.26,42.00
-119.34,878.05,258.26,42.00
-119.35,877.96,258.26,42.00
-119.34,877.96,258.31,42.00
-119.34,877.88,258.31,42.00
-119.35,877.80,258.31,42.00
-119.34,877.80,258.34,42.00
-119.33,877.79,258.35,42.00
-119.34,877.72,258.45,42.00
-119.33,877.71,258.52,42.00
-119.34,877.64,258.67,42.00
-119.33,877.63,258.89,42.00
-119.34,877.56,259.07,42.00
-119.34,877.54,259.20,42.00
-119.34,877.47,259.26,42.00
-119.35,877.40,259.33,42.00
