-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.85
-86.90,-2.69,358.84
-86.90,-2.69,358.83
-86.90,-2.69,358.84
-86.90,-2.69,358.83
-86.90,-2.69,358.82
-86.90,-2.69,358.82
-86.90,-2.69,358.82
-86.90,-2.69,358.82
-86.90,-2.69,358.83
-86.90,-2.69,358.83
-86.90,-2.69,358.83
-86.90,-2.69,358.84
-86.90,-2.69,358.85
-86.90,-2.69,358.73
-86.90,-2.69,358.58
-86.88,-2.68,357.95
-86.83,-2.68,357.08
-86.78,-2.68,356.06
-86.73,-2.69,354.93
-86.67,-2.69,353.80
-86.62,-2.70,352.54
-86.56,-2.71,351.33
-86.50,-2.71,350.15
-86.45,-2.72,348.86
-86.39,-2.74,347.61
-86.33,-2.75,346.32
-86.27,-2.77,345.19
-86.22,-2.78,344.24
-86.16,-2.79,343.62
-86.10,-2.80,343.18
-86.05,-2.81,342.96
-85.99,-2.83,342.95
-85.94,-2.85,343.14
-85.90,-2.86,343.34
-85.84,-2.89,343.70
-85.80,-2.90,344.15
-85.75,-2.93,344.60
-85.70,-2.94,345.27
-85.65,-2.96,346.03
-85.60,-2.97,346.84
-85.55,-2.98,347.71
-85.50,-2.99,348.65
-85.45,-3.00,349.60
-85.40,-3.01,350.57
-85.35,-3.02,351.59
-85.30,-3.02,352.65
-85.25,-3.03,353.62
-85.20,-3.04,354.58
-85.14,-3.05,355.54
-85.09,-3.05,356.45
-85.04,-3.06,357.35
-84.99,-3.06,358.27
-84.94,-3.07,359.05
-84.89,-3.07,359.92
-84.84,-3.08,0.67
-84.79,-3.08,1.50
-84.73,-3.09,2.28
-84.68,-3.09,2.98
-84.63,-3.10,3.75
-84.58,-3.10,4.54
-84.52,-3.10,5.25
-84.46,-3.10,6.01
-84.41,-3.10,6.75
-84.36,-3.10,7.41
-84.30,-3.11,8.11
-84.25,-3.11,8.71
-84.19,-3.11,9.33
-84.14,-3.10,9.94
-84.08,-3.11,10.45
-84.03,-3.10,11.00
-83.97,-3.10,11.49
-83.91,-3.10,12.00
-83.86,-3.10,12.49
-83.81,-3.10,13.03
-83.76,-3.09,13.57
-83.71,-3.09,14.13
-83.65,-3.08,14.54
-83.59,-3.08,15.03
-83.54,-3.07,15.44
-83.49,-3.05,15.87
-83.43,-3.04,16.21
-83.37,-3.03,16.56
-83.32,-3.02,16.86
-83.28,-3.00,17.09
-83.23,-2.99,17.34
-83.19,-2.97,17.51
-83.14,-2.95,17.61
-83.10,-2.93,17.66
-83.06,-2.91,17.69
-83.02,-2.88,17.63
-82.98,-2.86,17.49
-82.94,-2.83,17.22
-82.89,-2.80,16.84
-82.85,-2.77,16.42
-82.80,-2.75,15.88
-82.74,-2.73,15.24
-82.69,-2.71,14.61
-82.64,-2.69,13.99
-82.58,-2.68,13.37
-82.53,-2.66,12.76
-82.47,-2.64,12.13
-82.41,-2.62,11.45
-82.36,-2.60,10.80
-82.30,-2.59,10.10
-82.24,-2.57,9.45
-82.18,-2.55,8.77
-82.12,-2.54,8.18
-82.06,-2.52,7.56
-81.99,-2.50,6.99
-81.93,-2.48,6.45
-81.86,-2.47,5.86
-81.79,-2.45,5.35
-81.72,-2.43,4.88
-81.66,-2.42,4.43
-81.58,-2.40,3.96
-81.52,-2.38,3.49
-81.45,-2.37,3.06
-81.38,-2.36,2.60
-81.31,-2.34,2.22
-81.25,-2.33,1.79
-81.19,-2.33,1.51
-81.12,-2.32,1.17
-81.07,-2.31,0.94
-81.02,-2.31,0.75
-80.96,-2.31,0.46
-80.93,-2.31,0.35
-80.88,-2.32,0.25
-80.83,-2.32,0.20
-80.78,-2.32,0.14
-80.74,-2.32,0.17
-80.69,-2.33,0.29
-80.66,-2.34,0.45
-80.62,-2.35,0.72
-80.59,-2.36,1.08
-80.55,-2.37,1.47
-80.51,-2.37,2.04
-80.46,-2.38,2.57
-80.41,-2.38,3.19
-80.35,-2.38,3.77
-80.30,-2.38,4.41
-80.25,-2.38,4.98
-80.19,-2.38,5.57
-80.13,-2.37,6.26
-80.07,-2.37,6.87
-80.01,-2.37,7.53
-79.95,-2.36,8.13
-79.87,-2.36,8.73
-79.81,-2.35,9.19
-79.73,-2.35,9.52
-79.65,-2.35,9.91
-79.57,-2.34,10.20
-79.47,-2.34,10.39
-79.39,-2.33,10.78
-79.34,-2.32,11.07
-79.27,-2.32,11.25
-79.21,-2.31,11.47
-79.15,-2.30,11.55
-79.08,-2.29,11.69
-79.02,-2.28,11.82
-78.96,-2.26,11.87
-78.92,-2.25,11.97
-78.86,-2.24,11.98
-78.82,-2.22,11.90
-78.78,-2.21,11.81
-78.72,-2.20,11.68
-78.68,-2.18,11.47
-78.62,-2.17,11.30
-78.59,-2.15,11.04
-78.53,-2.14,10.73
-78.49,-2.12,10.31
-78.43,-2.11,9.74
-78.37,-2.10,8.88
-78.32,-2.08,8.30
-78.27,-2.07,7.89
-78.23,-2.06,7.68
-78.20,-2.05,7.57
-78.19,-2.05,7.50
-78.27,-2.06,7.49
-78.28,-2.07,7.49
-78.29,-2.07,7.51
-78.29,-2.07,7.53
-78.29,-2.07,7.52
-78.33,-2.08,7.53
-78.37,-2.08,7.52
-78.40,-2.09,7.52
-78.42,-2.09,7.52
-78.43,-2.09,7.52
-78.44,-2.09,7.52
-78.45,-2.10,7.52
-78.46,-2.10,7.52
-78.46,-2.10,7.52
-78.47,-2.10,7.52
-78.47,-2.10,7.52
-78.48,-2.10,7.52
-78.48,-2.10,7.52
-78.49,-2.10,7.52
-78.49,-2.10,7.53
-78.49,-2.10,7.52
-78.50,-2.10,7.52
-78.50,-2.10,7.52
-78.50,-2.10,7.52
-78.50,-2.11,7.52
-78.50,-2.11,7.52
-78.51,-2.11,7.52
-78.51,-2.11,7.52
-78.51,-2.11,7.52
-78.51,-2.11,7.52
-78.51,-2.11,7.52
-78.51,-2.11,7.52
-78.52,-2.11,7.52
-78.52,-2.11,7.52
-78.52,-2.11,7.52
-78.52,-2.11,7.52
-78.52,-2.11,7.52
-78.52,-2.11,7.52
