-85.72,-6.42,1.85
-85.72,-6.42,1.85
-85.72,-6.42,1.85
-85.72,-6.42,1.85
-85.72,-6.42,1.85
-85.72,-6.42,1.85
-85.72,-6.42,1.85
-85.72,-6.42,1.85
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.86
-85.72,-6.42,1.84
-85.72,-6.42,1.79
-85.72,-6.42,2.06
-85.70,-6.42,2.61
-85.66,-6.42,3.52
-85.61,-6.41,4.61
-85.56,-6.40,5.83
-85.51,-6.40,7.08
-85.46,-6.39,8.35
-85.42,-6.38,9.63
-85.37,-6.37,10.99
-85.32,-6.35,12.29
-85.27,-6.34,13.61
-85.22,-6.32,14.94
-85.18,-6.31,16.22
-85.13,-6.30,17.51
-85.09,-6.28,18.86
-85.04,-6.26,20.21
-84.99,-6.24,21.34
-84.95,-6.22,22.11
-84.89,-6.21,22.53
-84.85,-6.18,22.62
-84.79,-6.15,22.40
-84.74,-6.12,21.68
-84.69,-6.10,20.71
-84.63,-6.09,19.52
-84.58,-6.07,18.37
-84.53,-6.05,17.14
-84.47,-6.03,15.98
-84.42,-6.02,14.77
-84.36,-6.00,13.56
-84.31,-5.99,12.44
-84.25,-5.97,11.17
-84.20,-5.96,9.96
-84.14,-5.95,8.75
-84.08,-5.94,7.53
-84.02,-5.93,6.36
-83.97,-5.92,5.10
-83.91,-5.92,3.85
-83.85,-5.91,2.66
-83.79,-5.91,1.36
-83.73,-5.90,0.11
-83.67,-5.90,358.88
-83.61,-5.90,357.55
-83.54,-5.90,356.21
-83.48,-5.90,354.90
-83.42,-5.90,353.59
-83.36,-5.90,352.29
-83.30,-5.90,351.04
-83.24,-5.91,349.82
-83.18,-5.91,348.56
-83.12,-5.91,347.27
-83.06,-5.92,346.05
-83.00,-5.93,344.82
-82.94,-5.94,343.58
-82.89,-5.95,342.32
-82.83,-5.95,341.05
-82.77,-5.96,339.84
-82.71,-5.97,338.59
-82.65,-5.98,337.42
-82.59,-6.00,336.13
-82.53,-6.01,334.96
-82.47,-6.03,333.69
-82.41,-6.04,332.43
-82.35,-6.06,331.13
-82.29,-6.08,329.84
-82.23,-6.10,328.59
-82.18,-6.12,327.32
-82.12,-6.14,326.11
-82.07,-6.16,324.85
-82.01,-6.19,323.60
-81.96,-6.21,322.31
-81.90,-6.24,320.98
-81.85,-6.26,319.75
-81.79,-6.29,318.46
-81.73,-6.32,317.20
-81.68,-6.35,315.91
-81.63,-6.38,314.63
-81.57,-6.41,313.27
-81.52,-6.44,312.06
-81.47,-6.48,310.72
-81.42,-6.51,309.41
-81.37,-6.55,308.03
-81.32,-6.58,306.75
-81.27,-6.62,305.42
-81.22,-6.66,304.17
-81.18,-6.70,302.84
-81.14,-6.74,301.56
-81.09,-6.78,300.25
-81.05,-6.82,298.98
-81.00,-6.86,297.68
-80.96,-6.90,296.42
-80.92,-6.95,295.11
-80.88,-6.99,293.72
-80.84,-7.04,292.36
-80.79,-7.09,291.02
-80.76,-7.13,289.71
-80.73,-7.18,288.40
-80.69,-7.23,287.08
-80.66,-7.28,285.77
-80.62,-7.33,284.45
-80.60,-7.38,283.17
-80.56,-7.43,281.87
-80.53,-7.48,280.60
-80.50,-7.53,279.30
-80.47,-7.59,278.01
-80.45,-7.64,276.73
-80.43,-7.69,275.47
-80.40,-7.74,274.35
-80.38,-7.80,273.20
-80.36,-7.85,272.26
-80.35,-7.90,271.42
-80.34,-7.95,270.81
-80.35,-8.00,270.26
-80.39,-8.05,269.91
-80.44,-8.08,269.73
-80.51,-8.12,269.67
-80.54,-8.16,269.59
-80.57,-8.20,269.38
-80.58,-8.25,269.06
-80.60,-8.29,268.85
-80.63,-8.33,268.96
-80.65,-8.36,269.61
-80.67,-8.40,270.34
-80.70,-8.40,270.85
-80.73,-8.39,270.95
-80.75,-8.39,270.98
-80.77,-8.36,270.98
-80.78,-8.35,270.99
-80.80,-8.33,270.99
-80.81,-8.31,270.99
-80.82,-8.31,270.99
-80.83,-8.30,270.98
-80.83,-8.46,271.01
-80.82,-8.67,270.99
-80.83,-8.67,271.13
-80.86,-8.48,271.73
-80.88,-8.37,272.70
-80.88,-8.40,273.85
-80.88,-8.45,275.09
-80.88,-8.49,276.41
-80.87,-8.54,277.76
-80.87,-8.58,279.11
-80.86,-8.63,280.44
-80.85,-8.67,281.76
-80.84,-8.71,283.10
-80.83,-8.76,284.47
-80.82,-8.81,285.78
-80.80,-8.85,287.11
-80.79,-8.91,288.46
-80.77,-8.95,289.85
-80.76,-9.00,291.23
-80.74,-9.05,292.59
-80.72,-9.10,293.97
-80.70,-9.15,295.30
-80.68,-9.20,296.69
-80.66,-9.26,298.09
-80.64,-9.31,299.43
-80.61,-9.36,300.83
-80.59,-9.42,302.20
-80.56,-9.47,303.58
-80.54,-9.52,304.86
-80.51,-9.57,306.22
-80.48,-9.63,307.56
-80.46,-9.68,308.89
-80.43,-9.73,310.26
-80.40,-9.79,311.56
-80.37,-9.84,312.86
-80.34,-9.90,314.13
-80.31,-9.95,315.39
-80.28,-10.00,316.63
-80.25,-10.06,317.93
-80.21,-10.11,319.26
-80.18,-10.16,320.57
-80.14,-10.21,321.94
-80.10,-10.26,323.25
-80.07,-10.32,324.59
-80.03,-10.37,325.91
-79.99,-10.42,327.22
-79.96,-10.46,328.59
-79.92,-10.51,329.89
-79.87,-10.56,331.29
-79.83,-10.61,332.64
-79.79,-10.66,333.89
-79.75,-10.70,335.26
-79.70,-10.75,336.67
-79.66,-10.79,338.03
-79.61,-10.83,339.36
-79.57,-10.87,340.65
-79.52,-10.92,341.92
-79.48,-10.96,343.23
-79.43,-11.00,344.45
-79.39,-11.03,345.80
-79.35,-11.06,347.13
-79.30,-11.10,348.48
-79.25,-11.13,349.82
-79.20,-11.17,351.10
-79.16,-11.20,352.40
-79.11,-11.23,353.63
-79.07,-11.25,354.89
-79.02,-11.28,356.16
-78.97,-11.31,357.38
-78.93,-11.34,358.68
-78.88,-11.36,359.87
-78.83,-11.38,1.18
-78.78,-11.41,2.52
-78.73,-11.42,3.82
-78.68,-11.44,5.19
-78.63,-11.46,6.52
-78.58,-11.47,7.81
-78.53,-11.49,9.15
-78.47,-11.50,10.39
-78.42,-11.52,11.68
-78.37,-11.53,12.96
-78.32,-11.54,14.21
-78.27,-11.55,15.55
-78.22,-11.56,16.79
-78.17,-11.56,18.12
-78.12,-11.57,19.43
-78.06,-11.57,20.63
-78.02,-11.58,21.97
-77.97,-11.57,23.16
-77.92,-11.57,24.42
-77.87,-11.57,25.61
-77.82,-11.57,26.89
-77.77,-11.57,28.14
-77.72,-11.57,29.37
-77.66,-11.56,30.58
-77.62,-11.55,31.80
-77.57,-11.54,33.12
-77.52,-11.54,34.34
-77.47,-11.52,35.60
-77.42,-11.52,36.85
-77.37,-11.51,38.16
-77.32,-11.50,39.53
-77.27,-11.49,40.77
-77.23,-11.47,42.21
-77.18,-11.45,43.49
-77.13,-11.44,44.85
-77.08,-11.42,46.19
-77.04,-11.41,47.47
-76.99,-11.38,48.87
-76.94,-11.36,50.24
-76.90,-11.34,51.60
-76.85,-11.31,52.97
-76.81,-11.29,54.25
-76.76,-11.27,55.59
-76.71,-11.24,56.84
-76.67,-11.21,58.15
-76.63,-11.18,59.40
-76.58,-11.15,60.75
-76.54,-11.12,61.94
-76.50,-11.09,63.20
-76.46,-11.06,64.40
-76.42,-11.03,65.66
-76.38,-11.00,66.95
-76.34,-10.96,68.20
-76.31,-10.92,69.54
-76.27,-10.88,70.80
-76.23,-10.84,72.12
-76.19,-10.80,73.43
-76.16,-10.75,74.75
-76.13,-10.72,76.05
-76.10,-10.67,77.35
-76.06,-10.63,78.61
-76.03,-10.59,79.88
-76.00,-10.54,81.11
-75.97,-10.49,82.39
-75.94,-10.45,83.60
-75.91,-10.40,84.87
-75.88,-10.36,86.08
-75.86,-10.30,87.43
-75.83,-10.26,88.71
-75.81,-10.20,90.00
-75.79,-10.16,91.37
-75.77,-10.11,92.65
-75.74,-10.05,93.98
-75.72,-9.99,95.28
-75.70,-9.94,96.68
-75.69,-9.88,97.95
-75.67,-9.84,99.29
-75.65,-9.78,100.59
-75.64,-9.73,101.84
-75.62,-9.66,103.21
-75.61,-9.61,104.47
-75.60,-9.56,105.82
-75.59,-9.50,107.14
-75.58,-9.43,108.40
-75.57,-9.38,109.76
-75.57,-9.32,111.07
-75.56,-9.27,112.40
-75.56,-9.21,113.67
-75.56,-9.15,114.95
-75.56,-9.09,116.27
-75.55,-9.03,117.58
-75.55,-8.98,118.96
-75.56,-8.92,120.29
-75.57,-8.86,121.61
-75.57,-8.80,122.97
-75.58,-8.74,124.33
-75.58,-8.68,125.73
-75.60,-8.62,127.14
-75.61,-8.56,128.47
-75.63,-8.51,129.38
-75.74,-8.61,129.73
-75.86,-8.71,129.86
-75.98,-8.82,129.70
-76.08,-8.87,129.36
-76.17,-8.94,129.10
-76.22,-8.91,129.09
-76.23,-8.86,129.58
-76.26,-8.80,130.43
-76.28,-8.75,131.50
-76.31,-8.70,132.73
-76.33,-8.66,134.00
-76.36,-8.62,135.31
-76.39,-8.56,136.65
-76.43,-8.50,138.05
-76.46,-8.46,139.41
-76.50,-8.40,140.81
-76.53,-8.36,142.12
-76.58,-8.30,143.49
-76.62,-8.25,144.80
-76.67,-8.19,146.13
-76.71,-8.15,147.53
-76.75,-8.10,148.83
-76.80,-8.04,150.26
-76.86,-7.98,151.65
-76.90,-7.93,153.00
-76.96,-7.87,154.22
-77.01,-7.82,155.11
-77.07,-7.75,155.81
-77.13,-7.69,156.39
-77.19,-7.63,156.78
-77.24,-7.61,157.10
-77.29,-7.57,157.48
-77.33,-7.57,157.81
-77.37,-7.58,157.84
-77.41,-7.58,157.70
-77.44,-7.60,157.50
-77.48,-7.62,157.33
-77.52,-7.59,157.56
-77.57,-7.57,157.78
-77.63,-7.52,158.04
-77.68,-7.49,158.37
-77.73,-7.47,158.68
-77.78,-7.44,159.00
-77.83,-7.41,159.41
-77.89,-7.39,159.57
-77.93,-7.39,159.45
-77.97,-7.38,158.73
-78.02,-7.36,157.77
-78.07,-7.33,156.66
