-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.19
-85.79,-3.65,359.19
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.20
-85.79,-3.65,359.19
-85.79,-3.65,359.19
-85.79,-3.65,359.19
-85.79,-3.65,359.20
-85.79,-3.65,359.18
-85.79,-3.65,359.24
-85.78,-3.65,359.04
-85.81,-3.64,359.12
-85.83,-3.64,359.04
-85.86,-3.64,359.00
-85.89,-3.63,358.98
-85.92,-3.63,358.94
-85.93,-3.63,358.93
-85.95,-3.62,358.91
-85.96,-3.62,358.91
-85.97,-3.62,358.90
-85.97,-3.62,358.90
-85.97,-3.62,358.90
-85.97,-3.62,358.90
-85.97,-3.62,358.90
-85.97,-3.62,358.90
-85.97,-3.62,358.90
-85.97,-3.62,358.90
-85.97,-3.62,358.89
-85.97,-3.62,358.95
-85.98,-3.62,358.88
-85.98,-3.62,358.85
-85.98,-3.61,358.92
-85.94,-3.61,358.92
-85.89,-3.62,358.96
-85.85,-3.61,358.93
-85.81,-3.61,358.79
-85.76,-3.60,358.53
-85.72,-3.60,357.89
-85.67,-3.60,356.72
-85.62,-3.59,355.19
-85.56,-3.59,353.32
-85.51,-3.59,351.24
-85.46,-3.59,349.19
-85.40,-3.60,347.11
-85.35,-3.60,345.05
-85.29,-3.60,342.94
-85.24,-3.61,340.84
-85.19,-3.62,338.75
-85.13,-3.64,336.72
-85.08,-3.64,334.60
-85.03,-3.67,332.59
-84.99,-3.68,330.58
-84.94,-3.70,328.52
-84.89,-3.72,326.53
-84.84,-3.74,324.42
-84.79,-3.77,322.38
-84.75,-3.80,320.34
-84.70,-3.83,318.30
-84.66,-3.87,316.30
-84.61,-3.91,314.57
-84.57,-3.94,313.18
-84.52,-3.98,312.27
-84.46,-4.01,311.83
-84.41,-4.05,311.70
-84.37,-4.09,311.68
-84.33,-4.13,311.70
-84.29,-4.18,311.68
-84.25,-4.23,311.76
-84.22,-4.27,311.97
